file_sha,rule_id,label,missed_category,notes
00d25df89d76a986feec0dc9699bbc8ceea6eba7,R-TGR-001,,,
00fa4a5504db1f8e1f68f041faa1487d194a5ee4,R-TGR-001,,,
00da80fbb97b9679cba1aabaf7cbe617f0ccc239,R-TGR-001,,,
002a73e0e64cd23de788acb5553a7edb292c6478,R-TGR-001,,,
00297fdffe77365da3e85b7a6fa06090550d6ee8,R-TGR-001,,,
00eb2c5a24ade57d375ab2f81ed77262b85c9771,R-TGR-001,,,
0020b759b0aa0ece8a11450d55dcd1526ee2cf54,R-TGR-001,,,
00ba3593e2794a175ca0282c122f0cee16116a63,R-TGR-001,,,
00dfdd092a4a569a89b20da8de0adb77f3426994,R-DST-001,,,
00dfdd092a4a569a89b20da8de0adb77f3426994,R-PRV-001,,,
00dfdd092a4a569a89b20da8de0adb77f3426994,R-TGR-001,,,
002400d9852242415bdb8921a9341a87c34dccb7,NONE,,,
01a2dc21afb9af543bd797314a0aa6eb179be817,NONE,,,
00d3a82ff67fe00b448ee3d6d606168f2e92bb8e,NONE,,,
015a6c2792b83d944bf3f094647b534495740c91,NONE,,,
0038063c8b1c87c01c4e9ab24a449e8dfd70b62d,NONE,,,
008f9cbfe0876839b7193ce9305511e17f94283d,NONE,,,
008b1af727ed534f0bbe0ac4802d0b5c776a2656,NONE,,,
01a0327f7009f467f748bb02f01d87d900bc9a99,NONE,,,
00ba5a30b0e4c39f6bfb0f54a3be06eecdb80192,NONE,,,
000f71ab5ab3938d3de311c73cdf5c4980d2a6a5,NONE,,,
0199fe6fc3fa2577eb9217448692f339ad506640,NONE,,,
01221afa5a2cc3578315817beb7bdea77eaedf2b,NONE,,,
0092579ff10902b3112893536d800835ba2c213d,NONE,,,
012c901e0b47840fc8d5bf32a84804446bf6fa8d,NONE,,,
01b2be7e9119226afebc97e5f7a86fe3b287f22d,NONE,,,
00651b4b920babceb06e5e6ee418e3e0c7b2f838,NONE,,,
0128837ca203fbb82ff073907e14e8fcc4d7bdc8,NONE,,,
00f12a4b0059df2a8db77ac97905162e1aa64e19,NONE,,,
001fd1078abe50f09098a80e4597786bd3878ebc,NONE,,,
009ef91175e359217e23c207442750b06a864c9f,NONE,,,
00bb66a8ac61142ab63d215bac373ca14ebe2059,NONE,,,
01a092b2782d1165424a7fafdec29a32d8ac6a10,NONE,,,
011b368e35c0c7b0c35fc227426b20ea0c264de5,NONE,,,
00a7e44803603a7290ca43cfe02fb1b60d68de85,NONE,,,
0129bf04a1b23a0416b7e85a48c67f150c492195,NONE,,,
015c3f1dd78c1f2e307eeecf21291ae2a0bc6023,NONE,,,
01a9a7848043d0d2f720fed6dca2ba3c77015c7f,NONE,,,
0153ef63ee5cc1f987de1440607005def6b85178,NONE,,,
002ced0fc91358c066406eda5ff7a535acde06ab,NONE,,,
0019964e2744c5d406cfa00bdf47c4c04f0fc2ba,NONE,,,
00ebd6ab61b66f0e38607994a1bd118ef80d0ea3,NONE,,,
00891eaa4f662dffe326174d3b41edb66b860743,NONE,,,
00ccfa98c26e8bccbd1a6c26b5179a1089cf8e45,NONE,,,
0018067e73c2f62a9d18320d2ec6e12146306a02,NONE,,,
018fbe0079a3578589ea0d18323dfa1e36e9246a,NONE,,,
00bb386ab8e17d6124d9c8ec814079f37c728ae8,NONE,,,
00c38e57393674d37f805dcb70bc81816483a295,NONE,,,
0045d07b359fc7597a0aeb51d5a44e87b32dcff4,NONE,,,
00299f37c371e957b4ebacef4c8db96151273382,NONE,,,
00a14f3cef782493e39ff03c62c56715b886452a,NONE,,,
